Region,Market,Maize..min.price.,Maize..max.price.,Latitude,Longitude
Rukwa,Sumbawanga,52000,55000,-7.95239,31.62319
Tanga,Tanga,55555,55555,-5.07426,39.09993
Arusha,Arusha,56000,58000,-3.36968,36.68808
Dar es Salaam,Kinondoni,60000,100000,-6.78407,39.27007
Dodoma,Majengo,49000,55000,-6.17971,35.74109
Dodoma,Kibaigwa,50500,50500,-6.0811,36.64645
Iringa,Iringa,45000,50000,-7.78001,35.69671
Kagera,Bukoba,57000,60000,-1.3314,31.81293
Katavi,Mpanda,62000,66000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,54000,66000,-4.21006,35.74915
Kigoma,Kigoma,55000,66000,-4.89697,29.65987
Morogoro,Morogoro,58600,58600,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,75000,80000,-2.51969,32.90144
Njombe,Njombe,60000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,52000,55000,-7.95239,31.62319
Tanga,Tanga,60000,62000,-5.07426,39.09993
Arusha,Arusha,56000,57000,-3.36968,36.68808
Dar es Salaam,Kinondoni,58000,100000,-6.78407,39.27007
Dodoma,Majengo,49000,55000,-6.17971,35.74109
Dodoma,Kibaigwa,52000,52000,-6.0811,36.64645
Iringa,Iringa,45000,50000,-7.78001,35.69671
Kagera,Bukoba,57000,60000,-1.3314,31.81293
Katavi,Mpanda,62000,66000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,54000,66000,-4.21006,35.74915
Kigoma,Kigoma,56000,66000,-4.89697,29.65987
Morogoro,Morogoro,56000,57815,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,70000,70000,-2.51969,32.90144
Njombe,Njombe,60000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,52000,55000,-7.95239,31.62319
Tanga,Tanga,60000,62000,-5.07426,39.09993
Arusha,Arusha,58000,60000,-3.36968,36.68808
Dar es Salaam,Kinondoni,58000,100000,-6.78407,39.27007
Dodoma,Majengo,50000,55000,-6.17971,35.74109
Dodoma,Kibaigwa,52000,52000,-6.0811,36.64645
Iringa,Iringa,45000,50000,-7.78001,35.69671
Kagera,Bukoba,57000,60000,-1.3314,31.81293
Katavi,Mpanda,62000,66000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,54000,66000,-4.21006,35.74915
Kigoma,Kigoma,56000,66000,-4.89697,29.65987
Morogoro,Morogoro,56000,57815,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,70000,70000,-2.51969,32.90144
Njombe,Njombe,60000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,52000,55000,-7.95239,31.62319
Tanga,Tanga,60000,62000,-5.07426,39.09993
Arusha,Arusha,58000,60000,-3.36968,36.68808
Dar es Salaam,Kinondoni,55000,100000,-6.78407,39.27007
Dodoma,Majengo,50000,55000,-6.17971,35.74109
Dodoma,Kibaigwa,52000,52000,-6.0811,36.64645
Iringa,Iringa,45000,50000,-7.78001,35.69671
Kagera,Bukoba,55000,58000,-1.3314,31.81293
Katavi,Mpanda,62000,66000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,54000,66000,-4.21006,35.74915
Kigoma,Kigoma,56000,66000,-4.89697,29.65987
Morogoro,Morogoro,56000,57815,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,70000,70000,-2.51969,32.90144
Njombe,Njombe,60000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,52000,55000,-7.95239,31.62319
Tanga,Tanga,60000,62000,-5.07426,39.09993
Arusha,Arusha,58000,60000,-3.36968,36.68808
Dar es Salaam,Kinondoni,55000,100000,-6.78407,39.27007
Dodoma,Majengo,50000,55000,-6.17971,35.74109
Dodoma,Kibaigwa,52000,52000,-6.0811,36.64645
Iringa,Iringa,45000,50000,-7.78001,35.69671
Kagera,Bukoba,55000,58000,-1.3314,31.81293
Katavi,Mpanda,62000,66000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,54000,66000,-4.21006,35.74915
Kigoma,Kigoma,56000,66000,-4.89697,29.65987
Morogoro,Morogoro,56000,57815,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,70000,70000,-2.51969,32.90144
Njombe,Njombe,60000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,52000,55000,-7.95239,31.62319
Tanga,Tanga,60000,62000,-5.07426,39.09993
Arusha,Arusha,59000,60000,-3.36968,36.68808
Dar es Salaam,Kinondoni,55000,77500,-6.78407,39.27007
Dodoma,Majengo,50000,56000,-6.17971,35.74109
Dodoma,Kibaigwa,51000,51500,-6.0811,36.64645
Iringa,Iringa,50000,50000,-7.78001,35.69671
Kagera,Bukoba,55000,58000,-1.3314,31.81293
Katavi,Mpanda,62000,66000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,54000,66000,-4.21006,35.74915
Kigoma,Kigoma,56000,66000,-4.89697,29.65987
Morogoro,Morogoro,58590,58590,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,70000,70000,-2.51969,32.90144
Njombe,Njombe,60000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,52000,55000,-7.95239,31.62319
Tanga,Tanga,60000,62000,-5.07426,39.09993
Arusha,Arusha,59000,60000,-3.36968,36.68808
Dar es Salaam,Kinondoni,57000,77000,-6.78407,39.27007
Dodoma,Majengo,50000,56000,-6.17971,35.74109
Dodoma,Kibaigwa,51000,51500,-6.0811,36.64645
Iringa,Iringa,47000,47000,-7.78001,35.69671
Kagera,Bukoba,55000,58000,-1.3314,31.81293
Katavi,Mpanda,62000,66000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,80000,-9.99892,39.71373
Manyara,Babati,54000,66000,-4.21006,35.74915
Kigoma,Kigoma,56000,66000,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,58000,59500,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,68000,70000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tanga,Tanga,65000,65000,-5.07426,39.09993
Arusha,Arusha,60000,62000,-3.36968,36.68808
Dar es Salaam,Kinondoni,58000,100000,-6.78407,39.27007
Dodoma,Majengo,51000,56000,-6.17971,35.74109
Dodoma,Kibaigwa,53000,53000,-6.0811,36.64645
Iringa,Iringa,49000,49000,-7.78001,35.69671
Kagera,Bukoba,55000,58000,-1.3314,31.81293
Katavi,Mpanda,62000,66000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,80000,-9.99892,39.71373
Manyara,Babati,55000,66000,-4.21006,35.74915
Kigoma,Kigoma,56000,66000,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,58000,59500,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,68000,70000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tanga,Tanga,65000,65000,-5.07426,39.09993
Arusha,Arusha,60000,62000,-3.36968,36.68808
Dar es Salaam,Kinondoni,58000,100000,-6.78407,39.27007
Dodoma,Majengo,51000,56000,-6.17971,35.74109
Dodoma,Kibaigwa,53000,53000,-6.0811,36.64645
Iringa,Iringa,49000,49000,-7.78001,35.69671
Kagera,Bukoba,55000,58000,-1.3314,31.81293
Katavi,Mpanda,62000,66000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,80000,-9.99892,39.71373
Manyara,Babati,60000,72000,-4.21006,35.74915
Kigoma,Kigoma,56000,66000,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,58000,59500,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,68000,70000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tanga,Tanga,80000,100000,-5.07426,39.09993
Arusha,Arusha,60000,62000,-3.36968,36.68808
Dar es Salaam,Kinondoni,58000,100000,-6.78407,39.27007
Dar es Salaam,Ilala,65000,66000,-6.82941,39.26289
Dodoma,Majengo,62000,62000,-6.17971,35.74109
Dodoma,Kibaigwa,60000,60000,-6.0811,36.64645
Iringa,Iringa,49000,50000,-7.78001,35.69671
Kagera,Bukoba,55000,58000,-1.3314,31.81293
Katavi,Mpanda,54000,60000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,80000,-9.99892,39.71373
Manyara,Babati,60000,72000,-4.21006,35.74915
Kigoma,Kigoma,50000,56000,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,57815,57815,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,65000,65000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tanga,Tanga,53703,62602,-5.07426,39.09993
Arusha,Arusha,70000,72000,-3.36968,36.68808
Dar es Salaam,Kinondoni,70000,100000,-6.78407,39.27007
Dar es Salaam,Ilala,65000,66000,-6.82941,39.26289
Dodoma,Majengo,65000,70000,-6.17971,35.74109
Dodoma,Kibaigwa,67500,68000,-6.0811,36.64645
Iringa,Iringa,48000,52000,-7.78001,35.69671
Kagera,Bukoba,55000,60000,-1.3314,31.81293
Katavi,Mpanda,50000,55000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,65000,70000,-9.99892,39.71373
Manyara,Babati,60000,72000,-4.21006,35.74915
Kigoma,Kigoma,50000,56000,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,57000,58000,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,65000,65000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,53703,62602,-5.07426,39.09993
Arusha,Arusha,75000,75000,-3.36968,36.68808
Dar es Salaam,Kinondoni,70000,100000,-6.78407,39.27007
Dar es Salaam,Ilala,65000,66000,-6.82941,39.26289
Dodoma,Majengo,65000,70000,-6.17971,35.74109
Dodoma,Kibaigwa,67500,68000,-6.0811,36.64645
Iringa,Iringa,48000,52000,-7.78001,35.69671
Kagera,Bukoba,55000,60000,-1.3314,31.81293
Katavi,Mpanda,50000,55000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,65000,70000,-9.99892,39.71373
Manyara,Babati,60000,72000,-4.21006,35.74915
Kigoma,Kigoma,50000,56000,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,57000,58000,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,65000,65000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,53703,62602,-5.07426,39.09993
Arusha,Arusha,75000,78000,-3.36968,36.68808
Dar es Salaam,Kinondoni,70000,100000,-6.78407,39.27007
Dar es Salaam,Ilala,65000,66000,-6.82941,39.26289
Dodoma,Majengo,65000,70000,-6.17971,35.74109
Dodoma,Kibaigwa,60000,66000,-6.0811,36.64645
Iringa,Iringa,48000,52000,-7.78001,35.69671
Kagera,Bukoba,55000,60000,-1.3314,31.81293
Katavi,Mpanda,50000,55000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,65000,78000,-4.21006,35.74915
Kigoma,Kigoma,50000,56000,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,63200,64000,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,65000,65000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,53703,62602,-5.07426,39.09993
Arusha,Arusha,75000,78000,-3.36968,36.68808
Dar es Salaam,Kinondoni,80000,120000,-6.78407,39.27007
Dar es Salaam,Ilala,65000,66000,-6.82941,39.26289
Dodoma,Majengo,65000,70000,-6.17971,35.74109
Dodoma,Kibaigwa,60000,66000,-6.0811,36.64645
Iringa,Iringa,48000,52000,-7.78001,35.69671
Kagera,Bukoba,55000,60000,-1.3314,31.81293
Katavi,Mpanda,50000,55000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,65000,78000,-4.21006,35.74915
Kigoma,Kigoma,50000,56000,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,63200,64000,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,65000,65000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,53703,62602,-5.07426,39.09993
Arusha,Arusha,75000,78000,-3.36968,36.68808
Dar es Salaam,Kinondoni,80000,120000,-6.78407,39.27007
Dar es Salaam,Ilala,65000,66000,-6.82941,39.26289
Dodoma,Majengo,65000,70000,-6.17971,35.74109
Dodoma,Kibaigwa,60000,66000,-6.0811,36.64645
Iringa,Iringa,60000,62000,-7.78001,35.69671
Kagera,Bukoba,55000,60000,-1.3314,31.81293
Katavi,Mpanda,50000,55000,-6.34295,31.07299
Kilimanjaro,Moshi,60000,75000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,72000,90000,-4.21006,35.74915
Kigoma,Kigoma,50000,56000,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,64000,64000,-6.82771,37.66542
Mtwara,Mtwara,55000,55000,-10.28009,40.18191
Mwanza,Mwanza,65000,65000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,62000,67000,-5.07426,39.09993
Arusha,Arusha,75000,78000,-3.36968,36.68808
Dar es Salaam,Kinondoni,80000,120000,-6.78407,39.27007
Dar es Salaam,Ilala,65000,66000,-6.82941,39.26289
Dodoma,Majengo,68000,72000,-6.17971,35.74109
Dodoma,Kibaigwa,65000,66000,-6.0811,36.64645
Iringa,Iringa,60000,62000,-7.78001,35.69671
Kagera,Bukoba,75000,80000,-1.3314,31.81293
Katavi,Mpanda,65000,65000,-6.34295,31.07299
Kilimanjaro,Moshi,85000,85000,-3.34865,37.34352
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,72000,90000,-4.21006,35.74915
Kigoma,Kigoma,63889,63889,-4.89697,29.65987
Mara,Musoma,65000,65000,-1.49982,33.8083
Morogoro,Morogoro,64000,64000,-6.82771,37.66542
Mtwara,Mtwara,65000,65000,-10.28009,40.18191
Mwanza,Mwanza,65000,65000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,55000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,62000,67000,-5.07426,39.09993
Arusha,Arusha,77000,78000,-3.36968,36.68808
Dar es Salaam,Kinondoni,75000,120000,-6.78407,39.27007
Dodoma,Majengo,69500,73000,-6.17971,35.74109
Dodoma,Kibaigwa,60000,66000,-6.0811,36.64645
Iringa,Iringa,60000,60000,-7.78001,35.69671
Kagera,Bukoba,76000,80000,-1.3314,31.81293
Katavi,Mpanda,45000,52000,-6.34295,31.07299
Manyara,Babati,72000,90000,-4.21006,35.74915
Kigoma,Kigoma,63888,66666,-4.89697,29.65987
Mara,Musoma,80000,85000,-1.49982,33.8083
Morogoro,Morogoro,58600,64500,-6.82771,37.66542
Mtwara,Mtwara,65000,65000,-10.28009,40.18191
Mwanza,Mwanza,65000,65000,-2.51969,32.90144
Njombe,Njombe,56000,60000,-9.33805,34.76949
Rukwa,Sumbawanga,60000,60000,-7.95239,31.62319
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,62000,67000,-5.07426,39.09993
Dar es Salaam,Kinondoni,75000,120000,-6.78407,39.27007
Dar es Salaam,Ilala,70000,75000,-6.82941,39.26289
Dodoma,Majengo,75500,79000,-6.17971,35.74109
Dodoma,Kibaigwa,56000,68000,-6.0811,36.64645
Iringa,Iringa,50000,60000,-7.78001,35.69671
Kagera,Bukoba,78000,80000,-1.3314,31.81293
Katavi,Mpanda,42000,52000,-6.34295,31.07299
Manyara,Babati,72000,85000,-4.21006,35.74915
Kigoma,Kigoma,63888,66666,-4.89697,29.65987
Mara,Musoma,80000,85000,-1.49982,33.8083
Morogoro,Morogoro,58600,62500,-6.82771,37.66542
Mtwara,Mtwara,65000,65000,-10.28009,40.18191
Mwanza,Mwanza,78000,81000,-2.51969,32.90144
Njombe,Njombe,60000,72000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,60000,-7.95239,31.62319
Ruvuma,Songea,55000,58000,-10.67873,35.64836
Shinyanga,Shinyanga,NA,NA,-3.67226,33.43069
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,62000,65000,-5.07426,39.09993
Arusha,Arusha,77000,78000,-3.36968,36.68808
Dar es Salaam,Kinondoni,80000,80000,-6.78407,39.27007
Dar es Salaam,Ilala,70000,75000,-6.82941,39.26289
Dodoma,Majengo,75500,79000,-6.17971,35.74109
Dodoma,Kibaigwa,60000,71000,-6.0811,36.64645
Iringa,Iringa,50000,60000,-7.78001,35.69671
Kagera,Bukoba,78000,80000,-1.3314,31.81293
Katavi,Mpanda,42000,52000,-6.34295,31.07299
Lindi,Lindi,60000,90000,-9.99892,39.71373
Manyara,Babati,65000,84000,-4.21006,35.74915
Mara,Musoma,70000,75000,-1.49982,33.8083
Mbeya,Mbeya,36000,36000,-8.90994,33.45517
Morogoro,Morogoro,62500,62500,-6.82771,37.66542
Mtwara,Mtwara,65000,65000,-10.28009,40.18191
Mwanza,Mwanza,78000,81000,-2.51969,32.90144
Njombe,Njombe,60000,72000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,60000,-7.95239,31.62319
Ruvuma,Songea,55000,58000,-10.67873,35.64836
Shinyanga,Shinyanga,60000,62000,-3.67226,33.43069
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,71000,72000,-5.07426,39.09993
Dar es Salaam,Kinondoni,80000,80000,-6.78407,39.27007
Dar es Salaam,Ilala,70000,75000,-6.82941,39.26289
Dodoma,Majengo,76500,79000,-6.17971,35.74109
Dodoma,Kibaigwa,67000,70000,-6.0811,36.64645
Iringa,Iringa,62000,62000,-7.78001,35.69671
Kagera,Bukoba,78000,82000,-1.3314,31.81293
Katavi,Mpanda,42000,52000,-6.34295,31.07299
Kilimanjaro,Moshi,80000,85000,-3.34865,37.34352
Manyara,Babati,65000,84000,-4.21006,35.74915
Mara,Musoma,70000,75000,-1.49982,33.8083
Morogoro,Morogoro,62500,62500,-6.82771,37.66542
Mwanza,Mwanza,78000,81000,-2.51969,32.90144
Njombe,Njombe,60000,72000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,60000,-7.95239,31.62319
Ruvuma,Songea,50000,52000,-10.67873,35.64836
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,71000,73000,-5.07426,39.09993
Arusha,Arusha,78000,79000,-3.36968,36.68808
Dar es Salaam,Kinondoni,80000,80000,-6.78407,39.27007
Dar es Salaam,Ilala,70000,75000,-6.82941,39.26289
Dodoma,Majengo,76500,79000,-6.17971,35.74109
Iringa,Iringa,62000,65000,-7.78001,35.69671
Kagera,Bukoba,80000,82000,-1.3314,31.81293
Katavi,Mpanda,42000,52000,-6.34295,31.07299
Kigoma,Kigoma,63888,66666,-4.89697,29.65987
Lindi,Lindi,60000,100000,-9.99892,39.71373
Manyara,Babati,65000,84000,-4.21006,35.74915
Mara,Musoma,70000,75000,-1.49982,33.8083
Mbeya,Mbeya,72000,72000,-8.90994,33.45517
Morogoro,Morogoro,62500,62500,-6.82771,37.66542
Njombe,Njombe,60000,72000,-9.33805,34.76949
Rukwa,Sumbawanga,45000,65000,-7.95239,31.62319
Ruvuma,Songea,50000,52000,-10.67873,35.64836
Tabora,Tabora,58000,60000,-5.01972,32.80767
Tanga,Tanga,71000,72000,-5.07426,39.09993
Arusha,Arusha,78000,79000,-3.36968,36.68808
Dar es Salaam,Kinondoni,75000,100000,-6.78407,39.27007
Dodoma,Majengo,76800,79000,-6.17971,35.74109
Iringa,Iringa,62000,65000,-7.78001,35.69671
Katavi,Mpanda,48000,54000,-6.34295,31.07299
Lindi,Lindi,60000,120000,-9.99892,39.71373
Manyara,Babati,65000,84000,-4.21006,35.74915
Mbeya,Mbeya,72000,72000,-8.90994,33.45517
Mtwara,Mtwara,65000,65000,-10.28009,40.18191
Mwanza,Mwanza,80000,82000,-2.51969,32.90144
Rukwa,Sumbawanga,60000,70000,-7.95239,31.62319
Ruvuma,Songea,50000,50000,-10.67873,35.64836
Shinyanga,Shinyanga,72000,78000,-3.67226,33.43069
Tabora,Tabora,60000,61000,-5.01972,32.80767
Tanga,Tanga,79000,80000,-5.07426,39.09993
Arusha,Arusha,78000,79000,-3.36968,36.68808
Dar es Salaam,Kinondoni,80000,120000,-6.78407,39.27007
Dar es Salaam,Ilala,82000,82000,-6.82941,39.26289
Dodoma,Kibaigwa,64000,73000,-6.0811,36.64645
Dodoma,Majengo,76800,79000,-6.17971,35.74109
Iringa,Iringa,55000,65000,-7.78001,35.69671
Kilimanjaro,Moshi,85000,85000,-3.34865,37.34352
Manyara,Babati,65000,84000,-4.21006,35.74915
Mbeya,Mbeya,72000,72000,-8.90994,33.45517
Morogoro,Morogoro,62500,62500,-6.82771,37.66542
Mtwara,Mtwara,65000,65000,-10.28009,40.18191
Rukwa,Sumbawanga,60000,70000,-7.95239,31.62319
Shinyanga,Shinyanga,55000,60000,-3.67226,33.43069
Tabora,Tabora,60000,61000,-5.01972,32.80767
Tanga,Tanga,78000,80000,-5.07426,39.09993
Arusha,Arusha,78000,79000,-3.36968,36.68808
Dodoma,Kibaigwa,67500,75000,-6.0811,36.64645
Dodoma,Majengo,73500,78000,-6.17971,35.74109
Iringa,Iringa,55000,63000,-7.78001,35.69671
Kagera,Bukoba,80000,82000,-1.3314,31.81293
Katavi,Mpanda,57000,62000,-6.34295,31.07299
Mara,Musoma,70000,75000,-1.49982,33.8083
Manyara,Babati,65000,84000,-4.21006,35.74915
Morogoro,Morogoro,71313,71313,-6.82771,37.66542
Njombe,Njombe,60000,72000,-9.33805,34.76949
Mtwara,Mtwara,65000,65000,-10.28009,40.18191
Rukwa,Sumbawanga,60000,65000,-7.95239,31.62319
Ruvuma,Songea,48000,50000,-10.67873,35.64836
Shinyanga,Shinyanga,60000,65000,-3.67226,33.43069
Tabora,Tabora,60000,61000,-5.01972,32.80767
Tanga,Tanga,79000,80000,-5.07426,39.09993
Arusha,Arusha,84000,85000,-3.36968,36.68808
Dar es Salaam,Kinondoni,80000,120000,-6.78407,39.27007
Dar es Salaam,Temeke,90000,90000,-6.85097,39.25672
Dodoma,Kibaigwa,67000,75000,-6.0811,36.64645
Dodoma,Majengo,73500,78000,-6.17971,35.74109
Iringa,Iringa,55000,62000,-7.78001,35.69671
Katavi,Mpanda,57000,62000,-6.34295,31.07299
Kigoma,Kigoma,63888,66666,-4.89697,29.65987
Lindi,Lindi,100000,100000,-9.99892,39.71373
Mara,Musoma,70000,75000,-1.49982,33.8083
Manyara,Babati,65000,84000,-4.21006,35.74915
Morogoro,Morogoro,71313,71313,-6.82771,37.66542
Njombe,Njombe,60000,72000,-9.33805,34.76949
Mtwara,Mtwara,65000,65000,-10.28009,40.18191
Rukwa,Sumbawanga,55000,65000,-7.95239,31.62319
Ruvuma,Songea,48000,50000,-10.67873,35.64836
Tabora,Tabora,60000,61000,-5.01972,32.80767
Tanga,Tanga,78000,80000,-5.07426,39.09993
Arusha,Arusha,83000,84000,-3.36968,36.68808
Dar es Salaam,Kinondoni,80000,80000,-6.78407,39.27007
Dodoma,Kibaigwa,70000,73000,-6.0811,36.64645
Dodoma,Majengo,73500,78000,-6.17971,35.74109
Iringa,Iringa,55000,62000,-7.78001,35.69671
Kagera,Bukoba,80000,82000,-1.3314,31.81293
Katavi,Mpanda,58000,65000,-6.34295,31.07299
Kigoma,Kigoma,63888,66666,-4.89697,29.65987
Lindi,Lindi,100000,100000,-9.99892,39.71373
Mara,Musoma,70000,75000,-1.49982,33.8083
Manyara,Babati,65000,90000,-4.21006,35.74915
Morogoro,Morogoro,70312,70312,-6.82771,37.66542
Njombe,Njombe,60000,72000,-9.33805,34.76949
Mtwara,Mtwara,65000,65000,-10.28009,40.18191
Rukwa,Sumbawanga,60000,65000,-7.95239,31.62319
Ruvuma,Songea,48000,50000,-10.67873,35.64836
Tabora,Tabora,60000,61000,-5.01972,32.80767
Tanga,Tanga,79000,80000,-5.07426,39.09993
Arusha,Arusha,83000,84000,-3.36968,36.68808
Dar es Salaam,Kinondoni,85000,90000,-6.78407,39.27007
Dodoma,Kibaigwa,70000,75000,-6.0811,36.64645
Dodoma,Majengo,73500,78000,-6.17971,35.74109
Iringa,Iringa,55000,62000,-7.78001,35.69671
Kagera,Bukoba,80000,82000,-1.3314,31.81293
Katavi,Mpanda,58000,65000,-6.34295,31.07299
