Region,Market,Maize..min.price.,Maize..max.price.,Latitude,Longitude
Arusha,Arusha,95000,97000,-3.36968,36.68808
Dodoma,Majengo,88000,91000,-6.17971,35.74109
Kagera,Bukoba,110000,114000,-1.3314,31.81293
Iringa,Iringa,80000,80000,-7.78001,35.69671
Lindi,Lindi,70000,70000,-9.99892,39.71373
Manyara,Babati,80000,90000,-4.21006,35.74915
Morogoro,Morogoro,82000,109000,-6.82771,37.66542
Mtwara,Mtwara,78000,78000,-10.28009,40.18191
Mwanza,Mwanza,105000,110000,-2.51969,32.90144
Tabora,Tabora,82000,83000,-5.01972,32.80767
Arusha,Arusha,95000,97000,-3.36968,36.68808
Dodoma,Majengo,88000,91000,-6.17971,35.74109
Iringa,Iringa,70000,70000,-7.78001,35.69671
Kagera,Bukoba,110000,114000,-1.3314,31.81293
Kigoma,Kigoma,89000,94000,-4.89697,29.65987
Mara,Musoma,105000,115000,-1.49982,33.8083
Mtwara,Mtwara,78000,78000,-10.28009,40.18191
Mwanza,Mwanza,102500,105000,-2.51969,32.90144
Rukwa,Sumbawanga,65000,70000,-7.95239,31.62319
Ruvuma,Songea,60000,62000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Arusha,Arusha,95000,97000,-3.36968,36.68808
Dodoma,Majengo,85000,92000,-6.17971,35.74109
Kagera,Bukoba,108000,110000,-1.3314,31.81293
Manyara,Manyara,80000,90000,-4.46011,37.20217
Mara,Musoma,105000,115000,-1.49982,33.8083
Morogoro,Morogoro,82000,93000,-6.82771,37.66542
Mtwara,Mtwara,78000,78000,-10.28009,40.18191
Mwanza,Mwanza,105000,110000,-2.51969,32.90144
Rukwa,Sumbawanga,60000,70000,-7.95239,31.62319
Ruvuma,Songea,60000,62000,-10.67873,35.64836
Tanga,Tanga,96000,97000,-5.07426,39.09993
Arusha,Arusha,90000,93000,-3.36968,36.68808
Dodoma,Majengo,85000,92000,-6.17971,35.74109
Iringa,Iringa,70000,70000,-7.78001,35.69671
Kagera,Bukoba,108000,110000,-1.3314,31.81293
Manyara,Manyara,80000,90000,-4.46011,37.20217
Mara,Musoma,105000,115000,-1.49982,33.8083
Mtwara,Mtwara,78000,78000,-10.28009,40.18191
Rukwa,Sumbawanga,60000,70000,-7.95239,31.62319
Ruvuma,Songea,60000,62000,-10.67873,35.64836
Tanga,Tanga,96000,97000,-5.07426,39.09993
Arusha,Arusha,90000,93000,-3.36968,36.68808
Dodoma,Majengo,85000,92000,-6.17971,35.74109
Iringa,Iringa,70000,70000,-7.78001,35.69671
Kagera,Bukoba,108000,110000,-1.3314,31.81293
Manyara,Manyara,80000,90000,-4.46011,37.20217
Mara,Musoma,105000,115000,-1.49982,33.8083
Rukwa,Sumbawanga,60000,70000,-7.95239,31.62319
Ruvuma,Songea,60000,62000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,96000,97000,-5.07426,39.09993
Arusha,Arusha,88000,92000,-3.36968,36.68808
Dodoma,Majengo,86000,92000,-6.17971,35.74109
Iringa,Iringa,70000,70000,-7.78001,35.69671
Kagera,Bukoba,110000,112000,-1.3314,31.81293
Katavi,Mpanda,84000,85000,-6.34295,31.07299
Lindi,Lindi,75000,80000,-9.99892,39.71373
Manyara,Babati,80000,90000,-4.21006,35.74915
Mwanza,Mwanza,110000,112000,-2.51969,32.90144
Morogoro,Morogoro,78125,82000,-6.82771,37.66542
Mtwara,Mtwara,76000,76000,-10.28009,40.18191
Njombe,Njombe,66000,72000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,66000,-7.95239,31.62319
Ruvuma,Songea,60000,63000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,96000,97000,-5.07426,39.09993
Arusha,Arusha,92000,94000,-3.36968,36.68808
Dar es Salaam,Temeke,120000,120000,-6.85097,39.25672
Dodoma,Majengo,85000,90000,-6.17971,35.74109
Iringa,Iringa,70000,80000,-7.78001,35.69671
Kagera,Bukoba,110000,114000,-1.3314,31.81293
Katavi,Mpanda,84000,85000,-6.34295,31.07299
Lindi,Lindi,75000,80000,-9.99892,39.71373
Manyara,Babati,80000,90000,-4.21006,35.74915
Mwanza,Mwanza,110000,112000,-2.51969,32.90144
Musoma,Mara,105000,115000,-1.49982,33.8083
Morogoro,Morogoro,82000,91406,-6.82771,37.66542
Mtwara,Mtwara,76000,76000,-10.28009,40.18191
Njombe,Njombe,66000,72000,-9.33805,34.76949
Rukwa,Sumbawanga,55000,66000,-7.95239,31.62319
Ruvuma,Songea,60000,63000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,96000,97000,-5.07426,39.09993
Arusha,Arusha,92000,98000,-3.36968,36.68808
Dar es Salaam,Temeke,120000,120000,-6.85097,39.25672
Dodoma,Majengo,83000,90000,-6.17971,35.74109
Iringa,Iringa,70000,80000,-7.78001,35.69671
Kagera,Bukoba,108000,112000,-1.3314,31.81293
Katavi,Mpanda,85000,90000,-6.34295,31.07299
Manyara,Babati,80000,90000,-4.21006,35.74915
Mwanza,Mwanza,110000,112000,-2.51969,32.90144
Morogoro,Morogoro,82000,91406,-6.82771,37.66542
Mtwara,Mtwara,76000,76000,-10.28009,40.18191
Njombe,Njombe,72000,83000,-9.33805,34.76949
Rukwa,Sumbawanga,50000,66000,-7.95239,31.62319
Ruvuma,Songea,60000,63000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,96000,97000,-5.07426,39.09993
Arusha,Arusha,92000,98000,-3.36968,36.68808
Dar es Salaam,Temeke,120000,120000,-6.85097,39.25672
Iringa,Iringa,70000,80000,-7.78001,35.69671
Kagera,Bukoba,108000,112000,-1.3314,31.81293
Katavi,Mpanda,85000,90000,-6.34295,31.07299
Lindi,Lindi,100000,100000,-9.99892,39.71373
Manyara,Babati,80000,90000,-4.21006,35.74915
Morogoro,Morogoro,82000,91406,-6.82771,37.66542
Mtwara,Mtwara,76000,76000,-10.28009,40.18191
Njombe,Njombe,72000,83000,-9.33805,34.76949
Rukwa,Sumbawanga,50000,66000,-7.95239,31.62319
Ruvuma,Songea,60000,63000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,96000,97000,-5.07426,39.09993
Arusha,Arusha,92000,94000,-3.36968,36.68808
Dar es Salaam,Temeke,120000,120000,-6.85097,39.25672
Dodoma,Majengo,83000,90000,-6.17971,35.74109
Iringa,Iringa,70000,80000,-7.78001,35.69671
Kagera,Bukoba,105000,110000,-1.3314,31.81293
Katavi,Mpanda,85000,90000,-6.34295,31.07299
Manyara,Babati,85000,90000,-4.21006,35.74915
Morogoro,Morogoro,87500,89850,-6.82771,37.66542
Mtwara,Mtwara,76000,76000,-10.28009,40.18191
Njombe,Njombe,72000,83000,-9.33805,34.76949
Rukwa,Sumbawanga,50000,66000,-7.95239,31.62319
Ruvuma,Songea,60000,63000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,97000,98000,-5.07426,39.09993
Arusha,Arusha,98000,100000,-3.36968,36.68808
Dar es Salaam,Temeke,120000,120000,-6.85097,39.25672
Dodoma,Majengo,88000,92000,-6.17971,35.74109
Iringa,Iringa,72000,75000,-7.78001,35.69671
Kagera,Bukoba,105000,110000,-1.3314,31.81293
Katavi,Mpanda,85000,90000,-6.34295,31.07299
Kigoma,Kigoma,97200,97400,-4.89697,29.65987
Lindi,Lindi,90000,110000,-9.99892,39.71373
Manyara,Babati,85000,96000,-4.21006,35.74915
Mara,Musoma,105000,115000,-1.49982,33.8083
Mbeya,Mbeya,78000,78000,-8.90994,33.45517
Morogoro,Morogoro,87500,91406,-6.82771,37.66542
Mtwara,Mtwara,80000,80000,-10.28009,40.18191
Njombe,Njombe,72000,83000,-9.33805,34.76949
Rukwa,Sumbawanga,60000,66000,-7.95239,31.62319
Ruvuma,Songea,60000,64000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,100000,120000,-5.07426,39.09993
Arusha,Arusha,98000,99000,-3.36968,36.68808
Dar es Salaam,Temeke,95000,120000,-6.85097,39.25672
Dodoma,Majengo,88000,92000,-6.17971,35.74109
Iringa,Iringa,72000,75000,-7.78001,35.69671
Kagera,Bukoba,105000,110000,-1.3314,31.81293
Katavi,Mpanda,85000,90000,-6.34295,31.07299
Kigoma,Kigoma,97200,97400,-4.89697,29.65987
Manyara,Babati,85000,96000,-4.21006,35.74915
Mara,Musoma,110000,115000,-1.49982,33.8083
Mbeya,Mbeya,78000,78000,-8.90994,33.45517
Morogoro,Morogoro,87500,91406,-6.82771,37.66542
Mtwara,Mtwara,80000,80000,-10.28009,40.18191
Rukwa,Sumbawanga,60000,66000,-7.95239,31.62319
Ruvuma,Songea,61000,64000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,120000,130000,-5.07426,39.09993
Arusha,Arusha,98000,100000,-3.36968,36.68808
Dar es Salaam,Tandika,95000,120000,-6.8673,39.26164
Dodoma,Majengo,88000,94000,-6.17971,35.74109
Iringa,Iringa,72000,75000,-7.78001,35.69671
Kagera,Bukoba,107000,110000,-1.3314,31.81293
Katavi,Mpanda,85000,90000,-6.34295,31.07299
Kigoma,Ujiji,94000,97000,-4.90837,29.69203
Lindi,Lindi,85000,140000,-9.99892,39.71373
Manyara,Babati,90000,102000,-4.21006,35.74915
Mara,Musoma,110000,115000,-1.49982,33.8083
Morogoro,Morogoro,87500,91406,-6.82771,37.66542
Njombe,Njombe,72000,83000,-9.33805,34.76949
Mtwara,Mtwara,85000,85000,-10.28009,40.18191
Rukwa,Sumbawanga,70000,75000,-7.95239,31.62319
Ruvuma,Songea,68000,70000,-10.67873,35.64836
Shinyanga,Shinyanga,70000,75000,-3.67226,33.43069
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,120000,130000,-5.07426,39.09993
Arusha,Arusha,98000,100000,-3.36968,36.68808
Dar es Salaam,Tandika,96000,120000,-6.8673,39.26164
Dodoma,Majengo,85000,94000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Kagera,Bukoba,107000,110000,-1.3314,31.81293
Katavi,Mpanda,87000,96000,-6.34295,31.07299
Lindi,Lindi,85000,140000,-9.99892,39.71373
Morogoro,Morogoro,93750,97700,-6.82771,37.66542
Mwanza,Mwanza,110000,115000,-2.51969,32.90144
Njombe,Njombe,72000,83000,-9.33805,34.76949
Rukwa,Sumbawanga,70000,75000,-7.95239,31.62319
Ruvuma,Songea,68000,72000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Arusha,Arusha,98000,100000,-3.36968,36.68808
Dar es Salaam,Tandika,96000,120000,-6.8673,39.26164
Dodoma,Majengo,85000,94000,-6.17971,35.74109
Kagera,Bukoba,107000,110000,-1.3314,31.81293
Katavi,Mpanda,87000,96000,-6.34295,31.07299
Lindi,Lindi,85000,140000,-9.99892,39.71373
Manyara,Babati,99000,108000,-4.21006,35.74915
Mbeya,Mbeya,78000,80000,-8.90994,33.45517
Mtwara,Mtwara,85000,85000,-10.28009,40.18191
Mwanza,Mwanza,110000,115000,-2.51969,32.90144
Njombe,Njombe,72000,83000,-9.33805,34.76949
Rukwa,Sumbawanga,70000,75000,-7.95239,31.62319
Ruvuma,Songea,70000,72000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,110000,130000,-5.07426,39.09993
Arusha,Arusha,100000,110000,-3.36968,36.68808
Dar es Salaam,Tandika,96000,120000,-6.8673,39.26164
Dodoma,Majengo,85000,95000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Morogoro,Morogoro,93750,97770,-6.82771,37.66542
Kagera,Bukoba,107000,110000,-1.3314,31.81293
Katavi,Mpanda,87000,96000,-6.34295,31.07299
Lindi,Lindi,85000,140000,-9.99892,39.71373
Manyara,Babati,96000,108000,-4.21006,35.74915
Mbeya,Mbeya,78000,80000,-8.90994,33.45517
Mtwara,Mtwara,85000,85000,-10.28009,40.18191
Mwanza,Mwanza,110000,115000,-2.51969,32.90144
Njombe,Njombe,72000,83000,-9.33805,34.76949
Rukwa,Sumbawanga,70000,75000,-7.95239,31.62319
Ruvuma,Songea,70000,76000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,100000,120000,-5.07426,39.09993
Arusha,Arusha,100000,110000,-3.36968,36.68808
Dar es Salaam,Tandika,96000,120000,-6.8673,39.26164
Dodoma,Majengo,90000,95000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Morogoro,Morogoro,93750,109600,-6.82771,37.66542
Kagera,Bukoba,110000,112000,-1.3314,31.81293
Katavi,Mpanda,87000,96000,-6.34295,31.07299
Manyara,Babati,95000,108000,-4.21006,35.74915
Mbeya,Mbeya,78000,80000,-8.90994,33.45517
Mtwara,Mtwara,85000,85000,-10.28009,40.18191
Mwanza,Mwanza,110000,115000,-2.51969,32.90144
Njombe,Njombe,72000,83000,-9.33805,34.76949
Rukwa,Sumbawanga,75000,80000,-7.95239,31.62319
Ruvuma,Songea,70000,76000,-10.67873,35.64836
Tabora,Tabora,82000,83000,-5.01972,32.80767
Tanga,Tanga,115000,120000,-5.07426,39.09993
Arusha,Arusha,100000,110000,-3.36968,36.68808
Dodoma,Majengo,90000,95000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Morogoro,Morogoro,93750,109600,-6.82771,37.66542
Kagera,Bukoba,110000,115000,-1.3314,31.81293
Katavi,Mpanda,90000,96000,-6.34295,31.07299
Manyara,Babati,95000,108000,-4.21006,35.74915
Mtwara,Mtwara,92000,95000,-10.28009,40.18191
Mwanza,Mwanza,110000,120000,-2.51969,32.90144
Rukwa,Sumbawanga,75000,80000,-7.95239,31.62319
Ruvuma,Songea,70000,76000,-10.67873,35.64836
Tabora,Tabora,90000,92000,-5.01972,32.80767
Tanga,Tanga,118000,120000,-5.07426,39.09993
Arusha,Arusha,95000,100000,-3.36968,36.68808
Dar es Salaam,Temeke,96000,120000,-6.85097,39.25672
Dodoma,Majengo,90000,95000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Morogoro,Morogoro,93750,109600,-6.82771,37.66542
Kagera,Bukoba,110000,115000,-1.3314,31.81293
Katavi,Mpanda,90000,96000,-6.34295,31.07299
Manyara,Babati,95000,108000,-4.21006,35.74915
Mtwara,Mtwara,92000,95000,-10.28009,40.18191
Mwanza,Mwanza,110000,120000,-2.51969,32.90144
Rukwa,Sumbawanga,70000,80000,-7.95239,31.62319
Ruvuma,Songea,70000,76000,-10.67873,35.64836
Tabora,Tabora,90000,92000,-5.01972,32.80767
Tanga,Tanga,118500,119500,-5.07426,39.09993
Arusha,Arusha,95000,100000,-3.36968,36.68808
Dar es Salaam,Temeke,98000,120000,-6.85097,39.25672
Dodoma,Majengo,90000,95000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Morogoro,Morogoro,93750,109600,-6.82771,37.66542
Kagera,Bukoba,110000,115000,-1.3314,31.81293
Katavi,Mpanda,90000,96000,-6.34295,31.07299
Lindi,Lindi,80000,100000,-9.99892,39.71373
Manyara,Babati,100000,114000,-4.21006,35.74915
Mtwara,Mtwara,91000,92000,-10.28009,40.18191
Mwanza,Mwanza,110000,120000,-2.51969,32.90144
Rukwa,Sumbawanga,72000,80000,-7.95239,31.62319
Ruvuma,Songea,70000,76000,-10.67873,35.64836
Tabora,Tabora,90000,92000,-5.01972,32.80767
Tanga,Tanga,110500,113500,-5.07426,39.09993
Arusha,Arusha,95000,100000,-3.36968,36.68808
Dar es Salaam,Temeke,98000,120000,-6.85097,39.25672
Dodoma,Majengo,90000,95000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Kagera,Bukoba,118000,125000,-1.3314,31.81293
Katavi,Mpanda,100000,102000,-6.34295,31.07299
Lindi,Lindi,80000,100000,-9.99892,39.71373
Manyara,Babati,100000,114000,-4.21006,35.74915
Mbeya,Mbeya,90000,90000,-8.90994,33.45517
Mtwara,Mtwara,91000,92000,-10.28009,40.18191
Mwanza,Mwanza,110000,120000,-2.51969,32.90144
Rukwa,Sumbawanga,72000,80000,-7.95239,31.62319
Ruvuma,Songea,70000,76000,-10.67873,35.64836
Tabora,Tabora,92000,96000,-5.01972,32.80767
Tanga,Tanga,110500,113500,-5.07426,39.09993
Arusha,Arusha,100000,100000,-3.36968,36.68808
Dar es Salaam,Temeke,98000,120000,-6.85097,39.25672
Dodoma,Majengo,92000,95000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Kagera,Bukoba,118000,125000,-1.3314,31.81293
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Lindi,Lindi,100000,140000,-9.99892,39.71373
Manyara,Babati,100000,114000,-4.21006,35.74915
Mbeya,Mbeya,90000,90000,-8.90994,33.45517
Mtwara,Mtwara,91000,92000,-10.28009,40.18191
Mwanza,Mwanza,115000,122000,-2.51969,32.90144
Rukwa,Sumbawanga,85000,90000,-7.95239,31.62319
Ruvuma,Songea,70000,75000,-10.67873,35.64836
Tabora,Tabora,92000,96000,-5.01972,32.80767
Tanga,Tanga,114000,120000,-5.07426,39.09993
Arusha,Arusha,95000,98000,-3.36968,36.68808
Dar es Salaam,Temeke,98000,120000,-6.85097,39.25672
Dodoma,Majengo,92000,98000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Kagera,Bukoba,120000,125000,-1.3314,31.81293
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Kigoma,Kigoma,111000,122200,-4.89697,29.65987
Lindi,Lindi,100000,140000,-9.99892,39.71373
Manyara,Babati,100000,114000,-4.21006,35.74915
Mbeya,Mbeya,90000,90000,-8.90994,33.45517
Morogoro,Morogoro,97770,109375,-6.82771,37.66542
Mtwara,Mtwara,91000,92000,-10.28009,40.18191
Mwanza,Mwanza,115000,122000,-2.51969,32.90144
Rukwa,Sumbawanga,80000,90000,-7.95239,31.62319
Ruvuma,Songea,70000,75000,-10.67873,35.64836
Tabora,Tabora,92000,96000,-5.01972,32.80767
Tanga,Tanga,110000,112000,-5.07426,39.09993
Arusha,Arusha,95000,98000,-3.36968,36.68808
Dar es Salaam,Tandika,98000,120000,-6.8673,39.26164
Dodoma,Kibaigwa,95000,95000,-6.0811,36.64645
Dodoma,Majengo,92000,98000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Kagera,Bukoba,120000,125000,-1.3314,31.81293
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Lindi,Lindi,100000,140000,-9.99892,39.71373
Manyara,Babati,100000,114000,-4.21006,35.74915
Mbeya,Mbeya,90000,90000,-8.90994,33.45517
Mtwara,Mtwara,88000,88000,-10.28009,40.18191
Mwanza,Mwanza,115000,122000,-2.51969,32.90144
Njombe,Njombe,83000,90000,-9.33805,34.76949
Rukwa,Sumbawanga,80000,90000,-7.95239,31.62319
Ruvuma,Songea,70000,80000,-10.67873,35.64836
Tabora,Tabora,92000,96000,-5.01972,32.80767
Tanga,Tanga,110500,112500,-5.07426,39.09993
Arusha,Arusha,98000,100000,-3.36968,36.68808
Dar es Salaam,Tandika,98000,120000,-6.8673,39.26164
Dodoma,Majengo,92000,98000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Kagera,Bukoba,120000,125000,-1.3314,31.81293
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Lindi,Lindi,100000,120000,-9.99892,39.71373
Manyara,Babati,100000,114000,-4.21006,35.74915
Mbeya,Mbeya,90000,90000,-8.90994,33.45517
Morogoro,Morogoro,97770,109375,-6.82771,37.66542
Mtwara,Mtwara,88000,88000,-10.28009,40.18191
Mwanza,Mwanza,115000,122000,-2.51969,32.90144
Njombe,Njombe,83000,90000,-9.33805,34.76949
Rukwa,Sumbawanga,80000,90000,-7.95239,31.62319
Ruvuma,Songea,70000,80000,-10.67873,35.64836
Tabora,Tabora,92000,96000,-5.01972,32.80767
Tanga,Tanga,110500,112500,-5.07426,39.09993
Arusha,Arusha,98000,100000,-3.36968,36.68808
Dar es Salaam,Tandika,98000,120000,-6.8673,39.26164
Dodoma,Majengo,93000,98000,-6.17971,35.74109
Iringa,Iringa,80000,80000,-7.78001,35.69671
Kagera,Bukoba,120000,124000,-1.3314,31.81293
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Kigoma,Kigoma,100000,105500,-4.89697,29.65987
Lindi,Lindi,100000,120000,-9.99892,39.71373
Manyara,Babati,100000,114000,-4.21006,35.74915
Mbeya,Mbeya,90000,90000,-8.90994,33.45517
Morogoro,Morogoro,97770,109375,-6.82771,37.66542
Mtwara,Mtwara,88000,88000,-10.28009,40.18191
Mwanza,Mwanza,120000,128000,-2.51969,32.90144
Rukwa,Sumbawanga,80000,85000,-7.95239,31.62319
Ruvuma,Songea,70000,80000,-10.67873,35.64836
Tabora,Tabora,96000,98000,-5.01972,32.80767
Tanga,Tanga,110500,106500,-5.07426,39.09993
Arusha,Arusha,97000,100000,-3.36968,36.68808
Dar es Salaam,Buguruni,130000,130000,-6.83838,39.24359
Dar es Salaam,Tandika,98000,120000,-6.8673,39.26164
Dodoma,Majengo,93000,98000,-6.17971,35.74109
Iringa,Iringa,80000,85000,-7.78001,35.69671
Kagera,Bukoba,120000,124000,-1.3314,31.81293
Kigoma,Kigoma,100000,105500,-4.89697,29.65987
Kilimanjaro,Moshi,120000,120000,-3.34865,37.34352
Lindi,Lindi,100000,120000,-9.99892,39.71373
Manyara,Babati,110000,120000,-4.21006,35.74915
Morogoro,Morogoro,97770,109375,-6.82771,37.66542
Mtwara,Mtwara,88000,88000,-10.28009,40.18191
Rukwa,Sumbawanga,78000,85000,-7.95239,31.62319
Ruvuma,Songea,70000,80000,-10.67873,35.64836
Tabora,Tabora,96000,98000,-5.01972,32.80767
Tanga,Tanga,106000,108000,-5.07426,39.09993
Arusha,Arusha,98000,99000,-3.36968,36.68808
Dar es Salaam,Tandika,98000,120000,-6.8673,39.26164
Dodoma,Majengo,95000,98000,-6.17971,35.74109
Iringa,Iringa,80000,85000,-7.78001,35.69671
Kagera,Bukoba,120000,124000,-1.3314,31.81293
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Kigoma,Kigoma,100000,105500,-4.89697,29.65987
Kilimanjaro,Moshi,120000,120000,-3.34865,37.34352
Lindi,Lindi,100000,120000,-9.99892,39.71373
Manyara,Babati,110000,120000,-4.21006,35.74915
Morogoro,Morogoro,98437,109375,-6.82771,37.66542
Mtwara,Mtwara,86000,86000,-10.28009,40.18191
Mwanza,Mwanza,125000,135000,-2.51969,32.90144
Rukwa,Sumbawanga,80000,85000,-7.95239,31.62319
Ruvuma,Songea,70000,85000,-10.67873,35.64836
Tabora,Tabora,96000,98000,-5.01972,32.80767
Tanga,Tanga,108000,110000,-5.07426,39.09993
Arusha,Arusha,98000,99000,-3.36968,36.68808
Dar es Salaam,Buguruni,130000,130000,-6.83838,39.24359
Dar es Salaam,Tandika,98000,120000,-6.8673,39.26164
Dodoma,Majengo,95000,98000,-6.17971,35.74109
Iringa,Iringa,80000,85000,-7.78001,35.69671
Kagera,Bukoba,120000,124000,-1.3314,31.81293
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Kigoma,Kigoma,105500,105500,-4.89697,29.65987
Kilimanjaro,Moshi,120000,120000,-3.34865,37.34352
Manyara,Babati,110000,120000,-4.21006,35.74915
Mtwara,Mtwara,86000,86000,-10.28009,40.18191
Mwanza,Mwanza,125000,135000,-2.51969,32.90144
Rukwa,Sumbawanga,80000,85000,-7.95239,31.62319
Ruvuma,Songea,72000,78000,-10.67873,35.64836
Tabora,Tabora,96000,98000,-5.01972,32.80767
Tanga,Tanga,107000,110000,-5.07426,39.09993
Arusha,Arusha,98000,100000,-3.36968,36.68808
Dar es Salaam,Buguruni,110000,120000,-6.83838,39.24359
Dar es Salaam,Tandika,110000,120000,-6.8673,39.26164
Dodoma,Majengo,100000,110000,-6.17971,35.74109
Iringa,Iringa,80000,85000,-7.78001,35.69671
Kagera,Bukoba,120000,124000,-1.3314,31.81293
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Lindi,Lindi,100000,120000,-9.99892,39.71373
Manyara,Babati,108000,120000,-4.21006,35.74915
Morogoro,Morogoro,98400,109300,-6.82771,37.66542
Mtwara,Mtwara,85000,86000,-10.28009,40.18191
Ruvuma,Songea,72000,78000,-10.67873,35.64836
Tanga,Tanga,110000,112000,-5.07426,39.09993
Arusha,Arusha,97000,98000,-3.36968,36.68808
Dar es Salaam,Tandika,110000,120000,-6.8673,39.26164
Dodoma,Majengo,105000,110000,-6.17971,35.74109
Iringa,Iringa,80000,85000,-7.78001,35.69671
Kagera,Bukoba,120000,123000,-1.3314,31.81293
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Kigoma,Kigoma,100000,100000,-4.89697,29.65987
Kilimanjaro,Kilimanjaro,120000,120000,-3.33854,37.32654
Lindi,Lindi,100000,150000,-9.99892,39.71373
Morogoro,Morogoro,98400,109300,-6.82771,37.66542
Manyara,Babati,105000,120000,-4.21006,35.74915
Mbeya,Mbeya,90000,90000,-8.90994,33.45517
Mtwara,Mtwara,85000,86000,-10.28009,40.18191
Mwanza,Mwanza,135000,145000,-2.51969,32.90144
Njombe,Njombe,72000,85000,-9.33805,34.76949
Rukwa,Sumbawanga,85000,86000,-7.95239,31.62319
Ruvuma,Songea,72000,78000,-10.67873,35.64836
Tabora,Tabora,108000,118000,-5.01972,32.80767
Tanga,Tanga,111500,112000,-5.07426,39.09993
Arusha,Arusha,98000,100000,-3.36968,36.68808
Dar es Salaam,Tandika,110000,120000,-6.8673,39.26164
Dodoma,Majengo,100000,110000,-6.17971,35.74109
Iringa,Iringa,80000,85000,-7.78001,35.69671
Katavi,Mpanda,95000,98000,-6.34295,31.07299
Kigoma,Kigoma,100000,100000,-4.89697,29.65987
Kilimanjaro,Kilimanjaro,120000,120000,-3.33854,37.32654
Lindi,Lindi,100000,120000,-9.99892,39.71373
Manyara,Babati,108000,120000,-4.21006,35.74915
Mtwara,Mtwara,85000,86000,-10.28009,40.18191
Mwanza,Mwanza,135000,145000,-2.51969,32.90144
Rukwa,Sumbawanga,85000,86000,-7.95239,31.62319
Ruvuma,Songea,72000,78000,-10.67873,35.64836
Tabora,Tabora,108000,118000,-5.01972,32.80767
Tanga,Tanga,111000,112000,-5.07426,39.09993
Arusha,Arusha,95000,98000,-3.36968,36.68808
Dar es Salaam,Tandika,110000,120000,-6.8673,39.26164
Dodoma,Majengo,105000,115000,-6.17971,35.74109
Iringa,Iringa,80000,85000,-7.78001,35.69671
Kagera,Bukoba,120000,123000,-1.3314,31.81293
Katavi,Mpanda,98000,100000,-6.34295,31.07299
Kigoma,Kigoma,100000,100000,-4.89697,29.65987
Kilimanjaro,Kilimanjaro,120000,120000,-3.33854,37.32654
Lindi,Lindi,100000,150000,-9.99892,39.71373
Morogoro,Morogoro,96000,109375,-6.82771,37.66542
Manyara,Babati,105000,120000,-4.21006,35.74915
Mbeya,Mbeya,90000,90000,-8.90994,33.45517
Mtwara,Mtwara,85000,86000,-10.28009,40.18191
Mwanza,Mwanza,135000,145000,-2.51969,32.90144
Rukwa,Sumbawanga,85000,90000,-7.95239,31.62319
Tabora,Tabora,108000,118000,-5.01972,32.80767
Tanga,Tanga,114500,115000,-5.07426,39.09993
Arusha,Arusha,100000,105000,-3.36968,36.68808
Dar es Salaam,Tandika,105000,110000,-6.8673,39.26164
